Voltage,Current,Time
0.885875,-9.999999999999999e-05,4.76837158203125e-07
0.8855000000000001,-0.00039999999999999996,0.05362844467163086
0.885375,-0.0004999999999999999,0.11416459083557129
0.887,-0.0003,0.17479610443115234
0.88575,-0.00019999999999999998,0.23544955253601074
0.885375,-0.00019999999999999998,0.29610490798950195
0.88525,-0.0003,0.35675787925720215
0.886,-0.0003,0.4173715114593506
0.8855000000000001,-0.00039999999999999996,0.4780256748199463
0.88625,-0.0004999999999999999,0.5386831760406494
0.886,9.999999999999999e-05,0.5992980003356934
0.885375,-0.0004999999999999999,0.6599087715148926
0.8855000000000001,-0.0006,0.7205240726470947
0.8855000000000001,-0.00039999999999999996,0.7812108993530273
0.885625,-0.0003,0.8418369293212891
0.88575,-0.0003,0.9025094509124756
0.885125,-0.0003,0.9631698131561279
0.885375,-0.00019999999999999998,1.0238070487976074
0.885,-0.00019999999999999998,1.0844781398773193
0.886125,-0.00039999999999999996,1.1450989246368408
0.8865000000000001,-9.999999999999999e-05,1.205726146697998
0.885875,-0.00019999999999999998,1.2663824558258057
0.8855000000000001,-0.00019999999999999998,1.326997995376587
0.88525,-0.0004999999999999999,1.3876726627349854
0.885625,0.0,1.4483261108398438
0.885625,-0.0003,1.5089526176452637
0.886375,-0.0003,1.5696005821228027
0.885875,-0.00039999999999999996,1.6302101612091064
0.885875,-0.0004999999999999999,1.6908257007598877
0.885375,-0.0006,1.7514593601226807
0.8855000000000001,-0.00039999999999999996,1.8120918273925781
0.886,-0.00019999999999999998,1.8727095127105713
0.884875,-0.0003,1.9333648681640625
0.88575,-9.999999999999999e-05,1.9940149784088135
0.885625,-0.00039999999999999996,2.0546462535858154
0.88575,-0.0003,2.115286350250244
0.88575,-0.0004999999999999999,2.175905466079712
0.88575,-0.00019999999999999998,2.2365424633026123
0.88575,-9.999999999999999e-05,2.2972021102905273
0.885625,-9.999999999999999e-05,2.357809543609619
0.885875,-0.0003,2.418436288833618
0.8855000000000001,-0.0006,2.479132890701294
0.8855000000000001,-0.00039999999999999996,2.5397820472717285
0.8855000000000001,-0.00039999999999999996,2.600437879562378
0.88625,-0.0003,2.661050796508789
0.88475,-0.00019999999999999998,2.72169828414917
0.885375,-0.0003,2.782438039779663
0.8855000000000001,0.0,2.84309983253479
0.8855000000000001,-0.0004999999999999999,2.903782367706299
0.885625,-0.00039999999999999996,2.9644999504089355
0.886125,-0.00039999999999999996,3.0251760482788086
0.885,-0.0004999999999999999,3.08587908744812
0.885625,-9.999999999999999e-05,3.147078275680542
0.885625,-0.00039999999999999996,3.2077505588531494
0.885625,-0.00039999999999999996,3.268465280532837
0.8855000000000001,-0.0007,3.3291263580322266
0.8855000000000001,-0.0003,3.3897483348846436
0.87925,0.017799999999999996,3.450007677078247
0.876,0.018,3.5106563568115234
0.873625,0.018099999999999998,3.5712695121765137
0.8708750000000001,0.017799999999999996,3.6319100856781006
0.86875,0.0179,3.69252610206604
0.865375,0.017799999999999996,3.753145456314087
0.863,0.017599999999999998,3.813812732696533
0.8615,0.0177,3.8744781017303467
0.8565,0.0174,3.935155153274536
0.8545,0.017599999999999998,3.9957828521728516
