Pt,T,Vf,Im,Vu,Pwr,Sig,Ach,IERange,Over
0,0.05,0.908678,-0.000175041,0.0,-0.000159056,0.0009625,-0.000104675,11,...........
1,0.1,0.90865,-0.000203296,0.0,-0.000184725,0.0010875,-0.000107342,11,...........
2,0.15,0.908621,-0.000227633,0.0,-0.000206832,0.0012125,-0.000116678,11,...........
3,0.2,0.908599,-0.000255753,0.0,-0.000232377,0.0013375,-0.000116678,11,...........
4,0.25,0.90856,-0.000277298,0.0,-0.000251942,0.0014625,-0.00011201,11,...........
5,0.3,0.908524,-0.000302863,0.0,-0.000275158,0.0015875,-0.000111343,11,...........
6,0.35,0.908488,-0.00033029,0.0,-0.000300064,0.0017125,-0.00011401,11,...........
7,0.4,0.908447,-0.000359581,0.0,-0.000326661,0.0018375,-0.000114677,11,...........
8,0.45,0.9084,-0.00037948,0.0,-0.00034472,0.0019625,-0.00011101,11,...........
9,0.5,0.908352,-0.000403451,0.0,-0.000366475,0.0020875,-0.000116678,11,...........
10,0.55,0.908304,-0.000432305,0.0,-0.000392665,0.0022125,-0.000111343,11,...........
11,0.6,0.908251,-0.000451085,0.0,-0.000409698,0.0023375,-0.000111676,11,...........
12,0.65,0.908202,-0.00047574,0.0,-0.000432068,0.0024625,-0.000109676,11,...........
13,0.7,0.908138,-0.000501919,0.0,-0.000455811,0.0025875,-0.000118678,11,...........
14,0.75,0.908083,-0.000525657,0.0,-0.000477339,0.0027125,-0.000107675,11,...........
15,0.8,0.908017,-0.000552126,0.0,-0.00050134,0.0028375,-0.000116678,11,...........
16,0.85,0.907949,-0.000573532,0.0,-0.000520737,0.0029625,-0.000112677,11,...........
17,0.9,0.907882,-0.000602342,0.0,-0.000546856,0.0030875,-0.000105675,11,...........
18,0.95,0.907811,-0.000629416,0.0,-0.000571391,0.0032125,-0.000108676,11,...........
19,1.0,0.907741,-0.000652165,0.0,-0.000591997,0.0033375,-0.000112677,11,...........
20,1.05,0.907666,-0.000678425,0.0,-0.000615783,0.003475,-0.00011201,11,...........
21,1.1,0.907593,-0.000704853,0.0,-0.00063972,0.0036,-0.000113677,11,...........
22,1.15,0.907499,-0.000729303,0.0,-0.000661842,0.003725,-0.000120012,11,...........
23,1.2,0.907418,-0.000753775,0.0,-0.000683989,0.00385,-0.000106675,11,...........
24,1.25,0.907333,-0.000783192,0.0,-0.000710615,0.003975,-0.00011101,11,...........
25,1.3,0.90725,-0.000809795,0.0,-0.000734686,0.0041,-0.000119679,11,...........
26,1.35,0.907151,-0.000830174,0.0,-0.000753093,0.004225,-0.000110676,11,...........
27,1.4,0.907068,-0.000854465,0.0,-0.000775058,0.00435,-0.000106342,11,...........
28,1.45,0.906968,-0.000879791,0.0,-0.000797942,0.004475,-9.93397e-05,11,...........
29,1.5,0.906867,-0.000905216,0.0,-0.00082091,0.0046,-0.000113677,11,...........
30,1.55,0.906769,-0.000930546,0.0,-0.00084379,0.004725,-0.000103341,11,...........
31,1.6,0.906666,-0.000953849,0.0,-0.000864822,0.00485,-0.000106675,11,...........
32,1.65,0.90656,-0.000981811,0.0,-0.00089007,0.004975,-0.000103341,11,...........
33,1.7,0.906454,-0.00100403,0.0,-0.000910103,0.0051,-0.000118012,11,...........
34,1.75,0.906345,-0.00103041,0.0,-0.000933907,0.005225,-0.000107008,11,...........
35,1.8,0.906233,-0.00105482,0.0,-0.00095591,0.00535,-0.000118678,11,...........
36,1.85,0.906118,-0.00108104,0.0,-0.000979552,0.005475,-0.000117011,11,...........
37,1.9,0.906,-0.00110565,0.0,-0.00100172,0.0056,-0.000112677,11,...........
38,1.95,0.905883,-0.00112722,0.0,-0.00102113,0.005725,-0.000108342,11,...........
39,2.0,0.905756,-0.00115369,0.0,-0.00104497,0.00585,-0.000110009,11,...........
40,2.05,0.905631,-0.00117831,0.0,-0.00106711,0.005975,-0.000114344,11,...........
41,2.1,0.905498,-0.00120155,0.0,-0.001088,0.0061,-0.000105675,11,...........
42,2.15,0.905372,-0.00123134,0.0,-0.00111482,0.006225,-0.000106008,11,...........
43,2.2,0.905237,-0.00125563,0.0,-0.00113664,0.00635,-0.000109676,11,...........
44,2.25,0.905102,-0.00127784,0.0,-0.00115657,0.006475,-0.00011101,11,...........
45,2.3,0.904969,-0.00130323,0.0,-0.00117939,0.0066,-0.000111676,11,...........
46,2.35,0.904825,-0.00132891,0.0,-0.00120243,0.006725,-0.000115011,11,...........
47,2.4,0.904688,-0.00135333,0.0,-0.00122434,0.00685,-0.000114677,11,...........
48,2.45,0.904541,-0.00138343,0.0,-0.00125137,0.006975,-0.00011101,11,...........
49,2.5,0.904394,-0.00140458,0.0,-0.00127029,0.0071,-0.000122346,11,...........
50,2.55,0.904248,-0.00142747,0.0,-0.00129079,0.007225,-0.000115011,11,...........
51,2.6,0.904098,-0.00145167,0.0,-0.00131245,0.00735,-0.00011101,11,...........
52,2.65,0.903946,-0.00147632,0.0,-0.00133452,0.007475,-0.00011101,11,...........
53,2.7,0.903785,-0.00150321,0.0,-0.00135858,0.0076,-0.000104675,11,...........
54,2.75,0.903629,-0.00153239,0.0,-0.00138471,0.0077375,-0.000117678,11,...........
55,2.8,0.903463,-0.00156097,0.0,-0.00141028,0.0078625,-0.000105675,11,...........
56,2.85,0.9033,-0.00158368,0.0,-0.00143054,0.0079875,-0.000109676,11,...........
57,2.9,0.903136,-0.00160609,0.0,-0.00145052,0.0081125,-0.000111676,11,...........
58,2.95,0.902971,-0.00162985,0.0,-0.00147171,0.0082375,-0.000117011,11,...........
59,3.0,0.902793,-0.00166006,0.0,-0.00149869,0.0083625,-0.000109342,11,...........
60,3.05,0.902624,-0.00168365,0.0,-0.0015197,0.0084875,-0.000110009,11,...........
61,3.1,0.902453,-0.00170565,0.0,-0.00153927,0.0086125,-0.00011201,11,...........
62,3.15,0.902271,-0.00173074,0.0,-0.0015616,0.0087375,-0.000105008,11,...........
63,3.2,0.902095,-0.00175472,0.0,-0.00158292,0.0088625,-0.000115011,11,...........
64,3.25,0.901909,-0.00177903,0.0,-0.00160452,0.0089875,-0.000118678,11,...........
65,3.3,0.901732,-0.00180282,0.0,-0.00162566,0.0091125,-0.00011201,11,...........
66,3.35,0.90154,-0.00183245,0.0,-0.00165202,0.0092375,-0.000109676,11,...........
67,3.4,0.90135,-0.00185863,0.0,-0.00167528,0.0093625,-0.000107342,11,...........
68,3.45,0.90116,-0.00188239,0.0,-0.00169634,0.0094875,-0.000108676,11,...........
69,3.5,0.900964,-0.00190598,0.0,-0.00171722,0.0096125,-0.000115678,11,...........
70,3.55,0.900769,-0.00193383,0.0,-0.00174193,0.0097375,-0.000106008,11,...........
71,3.6,0.900572,-0.00195579,0.0,-0.00176133,0.0098625,-0.000110676,11,...........
72,3.65,0.900371,-0.00198155,0.0,-0.00178413,0.0099875,-0.000116344,11,...........
73,3.7,0.900168,-0.00200316,0.0,-0.00180318,0.0101125,-0.00011301,11,...........
74,3.75,0.899969,-0.00203101,0.0,-0.00182784,0.0102375,-0.000119345,11,...........
75,3.8,0.899757,-0.00205536,0.0,-0.00184932,0.0103625,-0.000112343,11,...........
76,3.85,0.89955,-0.00208194,0.0,-0.00187281,0.0104875,-0.000104008,11,...........
77,3.9,0.899342,-0.00210712,0.0,-0.00189502,0.0106125,-0.000116344,11,...........
78,3.95,0.899131,-0.00213418,0.0,-0.00191891,0.0107375,-0.000109009,11,...........
79,4.0,0.898913,-0.00215731,0.0,-0.00193924,0.0108625,-0.000106675,11,...........
80,4.05,0.898699,-0.0021778,0.0,-0.00195718,0.0109875,-0.000119012,11,...........
81,4.1,0.898484,-0.00220267,0.0,-0.00197907,0.0111125,-0.000107342,11,...........
82,4.15,0.898257,-0.00223012,0.0,-0.00200322,0.0112375,-0.000119012,11,...........
83,4.2,0.898034,-0.00225767,0.0,-0.00202746,0.0113625,-0.000114677,11,...........
84,4.25,0.897809,-0.00228164,0.0,-0.00204848,0.0114875,-0.000120346,11,...........
85,4.3,0.897581,-0.00230635,0.0,-0.00207014,0.0116125,-0.000112677,11,...........
86,4.35,0.897349,-0.00233212,0.0,-0.00209272,0.0117375,-0.000108009,11,...........
87,4.4,0.897122,-0.00235587,0.0,-0.00211351,0.0118625,-0.000120346,11,...........
88,4.45,0.896884,-0.00238652,0.0,-0.00214043,0.012,-0.000108676,11,...........
89,4.5,0.896641,-0.00241057,0.0,-0.00216142,0.012125,-0.000120679,11,...........
90,4.55,0.896409,-0.00243921,0.0,-0.00218653,0.01225,-0.000111676,11,...........
91,4.6,0.896164,-0.00246032,0.0,-0.00220485,0.012375,-0.000105341,11,...........
92,4.65,0.895922,-0.00248245,0.0,-0.00222408,0.0125,-0.000111343,11,...........
93,4.7,0.895681,-0.00250475,0.0,-0.00224346,0.012625,-0.000104008,11,...........
94,4.75,0.895436,-0.00253271,0.0,-0.00226788,0.01275,-0.000115344,11,...........
95,4.8,0.895187,-0.00255822,0.0,-0.00229009,0.012875,-0.000115011,11,...........
96,4.85,0.894936,-0.00258233,0.0,-0.00231102,0.013,-0.000107008,11,...........
97,4.9,0.894685,-0.00260807,0.0,-0.0023334,0.013125,-0.000120012,11,...........
98,4.95,0.894428,-0.00263437,0.0,-0.00235626,0.01325,-0.000109342,11,...........
99,5.0,0.894173,-0.0026564,0.0,-0.00237528,0.013375,-0.000112343,11,...........
100,5.05,0.893912,-0.00267977,0.0,-0.00239548,0.0135,-0.00011101,11,...........
101,5.1,0.893654,-0.00271005,0.0,-0.00242184,0.013625,-0.000112677,11,...........
102,5.15,0.89339,-0.00273075,0.0,-0.00243962,0.01375,-0.000116344,11,...........
103,5.2,0.893129,-0.00275664,0.0,-0.00246204,0.013875,-0.000108676,11,...........
104,5.25,0.892863,-0.00278325,0.0,-0.00248506,0.014,-0.00011401,11,...........
105,5.3,0.892597,-0.00280656,0.0,-0.00250513,0.014125,-0.00011101,11,...........
106,5.35,0.892329,-0.00283229,0.0,-0.00252733,0.01425,-0.000110676,11,...........
107,5.4,0.892053,-0.00286016,0.0,-0.00255141,0.014375,-0.000115344,11,...........
108,5.45,0.891782,-0.0028842,0.0,-0.00257208,0.0145,-0.000111676,11,...........
109,5.5,0.891508,-0.00290922,0.0,-0.00259359,0.014625,-0.000112343,11,...........
110,5.55,0.891229,-0.00293149,0.0,-0.00261263,0.01475,-0.000106342,11,...........
111,5.6,0.890945,-0.00295354,0.0,-0.00263144,0.014875,-0.00011101,11,...........
112,5.65,0.89067,-0.00297754,0.0,-0.00265201,0.015,-0.000113677,11,...........
113,5.7,0.890389,-0.00300206,0.0,-0.002673,0.015125,-0.000113344,11,...........
114,5.75,0.890105,-0.00303229,0.0,-0.00269906,0.01525,-0.000108676,11,...........
115,5.8,0.889816,-0.00305362,0.0,-0.00271716,0.015375,-0.000119345,11,...........
116,5.85,0.889532,-0.00308284,0.0,-0.00274228,0.0155,-0.00011201,11,...........
117,5.9,0.889247,-0.00310163,0.0,-0.00275811,0.015625,-0.000121679,11,...........
118,5.95,0.888951,-0.00313088,0.0,-0.0027832,0.01575,-0.00010134,11,...........
119,6.0,0.888659,-0.00315788,0.0,-0.00280628,0.015875,-0.000116344,11,...........
120,6.05,0.888359,-0.00317892,0.0,-0.00282402,0.016,-0.000109009,11,...........
121,6.1,0.888077,-0.00320412,0.0,-0.0028455,0.016125,-0.000113344,11,...........
122,6.15,0.887769,-0.00323421,0.0,-0.00287124,0.0162625,-0.000110343,11,...........
123,6.2,0.887473,-0.00325547,0.0,-0.00288914,0.0163875,-0.000107342,11,...........
124,6.25,0.887168,-0.00328574,0.0,-0.002915,0.0165125,-0.000109342,11,...........
125,6.3,0.886864,-0.00330789,0.0,-0.00293365,0.0166375,-0.000109342,11,...........
126,6.35,0.886565,-0.00333365,0.0,-0.0029555,0.0167625,-0.000108342,11,...........
127,6.4,0.886259,-0.00335835,0.0,-0.00297637,0.0168875,-0.000105341,11,...........
128,6.45,0.88595,-0.00338339,0.0,-0.00299751,0.0170125,-0.000115011,11,...........
129,6.5,0.885639,-0.00340881,0.0,-0.00301898,0.0171375,-0.00011401,11,...........
130,6.55,0.885326,-0.00343374,0.0,-0.00303998,0.0172625,-0.00011301,11,...........
131,6.6,0.885027,-0.00345672,0.0,-0.00305929,0.0173875,-0.000111676,11,...........
132,6.65,0.884708,-0.00348209,0.0,-0.00308064,0.0175125,-0.000114344,11,...........
133,6.7,0.884399,-0.0035065,0.0,-0.00310114,0.0176375,-0.000111343,11,...........
134,6.75,0.884075,-0.00353588,0.0,-0.00312598,0.0177625,-0.000109009,11,...........
135,6.8,0.883762,-0.00355473,0.0,-0.00314154,0.0178875,-0.000109009,11,...........
136,6.85,0.883438,-0.00358263,0.0,-0.00316503,0.0180125,-0.000111676,11,...........
137,6.9,0.883117,-0.00361042,0.0,-0.00318842,0.0181375,-0.000109342,11,...........
138,6.95,0.882797,-0.00363557,0.0,-0.00320946,0.0182625,-0.000117345,11,...........
139,7.0,0.882479,-0.00366057,0.0,-0.00323038,0.0183875,-0.000115011,11,...........
140,7.05,0.882149,-0.00368476,0.0,-0.00325051,0.0185125,-0.000114677,11,...........
141,7.1,0.881821,-0.00370832,0.0,-0.00327007,0.0186375,-0.000109676,11,...........
142,7.15,0.8815,-0.00373536,0.0,-0.00329272,0.0187625,-0.000102007,11,...........
143,7.2,0.881175,-0.00375758,0.0,-0.00331109,0.0188875,-0.000106008,11,...........
144,7.25,0.880841,-0.00378205,0.0,-0.00333139,0.0190125,-0.000112677,11,...........
145,7.3,0.880507,-0.0038073,0.0,-0.00335235,0.0191375,-0.000109676,11,...........
146,7.35,0.880179,-0.00383463,0.0,-0.00337516,0.0192625,-0.000109009,11,...........
147,7.4,0.879839,-0.00385931,0.0,-0.00339558,0.0193875,-0.000116011,11,...........
148,7.45,0.879511,-0.00388409,0.0,-0.0034161,0.0195125,-0.000106342,11,...........
149,7.5,0.879177,-0.00390869,0.0,-0.00343643,0.0196375,-0.000107342,11,...........
150,7.55,0.878835,-0.00393359,0.0,-0.00345698,0.0197625,-0.000109342,11,...........
151,7.6,0.8785,-0.0039589,0.0,-0.00347789,0.0198875,-0.000108676,11,...........
152,7.65,0.87816,-0.00398321,0.0,-0.00349789,0.0200125,-0.000117011,11,...........
153,7.7,0.877821,-0.00400878,0.0,-0.003519,0.0201375,-0.000113677,11,...........
154,7.75,0.877481,-0.00403358,0.0,-0.00353939,0.0202625,-0.000109009,11,...........
155,7.8,0.877136,-0.00406224,0.0,-0.00356314,0.0203875,-0.000110343,11,...........
156,7.85,0.876799,-0.00408814,0.0,-0.00358448,0.0205125,-0.000104675,11,...........
157,7.9,0.876451,-0.00411159,0.0,-0.0036036,0.02065,-0.000111676,11,...........
158,7.95,0.876107,-0.00413945,0.0,-0.0036266,0.020775,-0.000111343,11,...........
159,8.0,0.875762,-0.00415986,0.0,-0.00364305,0.0209,-0.00011201,11,...........
160,8.05,0.875419,-0.00418449,0.0,-0.00366318,0.021025,-0.000122013,11,...........
161,8.1,0.87507,-0.0042063,0.0,-0.00368081,0.02115,-0.000117011,11,...........
162,8.15,0.874723,-0.00422855,0.0,-0.00369881,0.021275,-0.000120012,11,...........
163,8.2,0.874371,-0.00426123,0.0,-0.00372589,0.0214,-0.000113677,11,...........
164,8.25,0.874026,-0.00428882,0.0,-0.00374854,0.021525,-0.00011301,11,...........
165,8.3,0.873664,-0.00431042,0.0,-0.00376586,0.02165,-0.000107342,11,...........
166,8.35,0.873317,-0.00433848,0.0,-0.00378887,0.021775,-0.000102341,11,...........
167,8.4,0.872964,-0.00436133,0.0,-0.00380728,0.0219,-0.000106675,11,...........
168,8.45,0.87261,-0.00438673,0.0,-0.00382791,0.022025,-0.00011301,11,...........
169,8.5,0.87226,-0.0044101,0.0,-0.00384675,0.02215,-0.000103007,11,...........
170,8.55,0.871904,-0.00443509,0.0,-0.00386697,0.022275,-0.000109676,11,...........
171,8.6,0.871547,-0.00445818,0.0,-0.00388552,0.0224,-0.00011201,11,...........
172,8.65,0.871197,-0.00448518,0.0,-0.00390748,0.022525,-9.93397e-05,11,...........
173,8.7,0.870842,-0.00451163,0.0,-0.00392892,0.02265,-0.000110009,11,...........
174,8.75,0.870484,-0.0045381,0.0,-0.00395034,0.022775,-0.000106342,11,...........
175,8.8,0.870124,-0.00456149,0.0,-0.00396906,0.0229,-0.000102674,11,...........
176,8.85,0.86977,-0.00458359,0.0,-0.00398667,0.023025,-0.000115678,11,...........
177,8.9,0.869411,-0.00460784,0.0,-0.00400611,0.02315,-0.000107342,11,...........
178,8.95,0.869059,-0.00463269,0.0,-0.00402608,0.023275,-9.90063e-05,11,...........
179,9.0,0.868698,-0.00466074,0.0,-0.00404878,0.0234,-0.000106008,11,...........
180,9.05,0.868344,-0.00468008,0.0,-0.00406392,0.023525,-0.000106008,11,...........
181,9.1,0.867983,-0.00471103,0.0,-0.0040891,0.02365,-0.000108009,11,...........
182,9.15,0.867625,-0.00473368,0.0,-0.00410706,0.023775,-0.000105008,11,...........
183,9.2,0.86727,-0.00476086,0.0,-0.00412895,0.0239,-0.000114677,11,...........
184,9.25,0.866908,-0.0047831,0.0,-0.00414651,0.024025,-0.000107342,11,...........
185,9.3,0.866543,-0.00480623,0.0,-0.0041648,0.02415,-0.000110676,11,...........
186,9.35,0.866186,-0.00483373,0.0,-0.00418691,0.024275,-0.000107342,11,...........
187,9.4,0.865827,-0.00486048,0.0,-0.00420833,0.0244,-0.000109676,11,...........
188,9.45,0.865465,-0.00488202,0.0,-0.00422521,0.024525,-0.000102007,11,...........
189,9.5,0.865106,-0.00490846,0.0,-0.00424634,0.02465,-0.000112343,11,...........
190,9.55,0.864743,-0.00493469,0.0,-0.00426724,0.024775,-0.000110676,11,...........
191,9.6,0.864381,-0.00496113,0.0,-0.00428831,0.0249125,-0.000107342,11,...........
192,9.65,0.864024,-0.00498568,0.0,-0.00430774,0.0250375,-0.000106675,11,...........
193,9.7,0.863657,-0.00501212,0.0,-0.00432875,0.0251625,-0.00011101,11,...........
194,9.75,0.863301,-0.00503369,0.0,-0.00434559,0.0252875,-0.000107008,11,...........
195,9.8,0.862941,-0.00506089,0.0,-0.00436725,0.0254125,-0.000115344,11,...........
196,9.85,0.862576,-0.00508358,0.0,-0.00438497,0.0255375,-0.000112343,11,...........
197,9.9,0.862223,-0.00511124,0.0,-0.00440703,0.0256625,-0.000114677,11,...........
198,9.95,0.861861,-0.00513429,0.0,-0.00442504,0.0257875,-0.000106008,11,...........
199,10.0,0.861502,-0.00515976,0.0,-0.00444514,0.0259125,-0.000115011,11,...........
200,10.05,0.861141,-0.00518638,0.0,-0.00446621,0.0260375,-0.000109676,11,...........
201,10.1,0.860781,-0.00521476,0.0,-0.00448877,0.0261625,-0.000111343,11,...........
202,10.15,0.860426,-0.00523989,0.0,-0.00450854,0.0262875,-0.000110343,11,...........
203,10.2,0.860063,-0.00526307,0.0,-0.00452657,0.0264125,-0.000116011,11,...........
204,10.25,0.859701,-0.00528724,0.0,-0.00454545,0.0265375,-0.000112677,11,...........
205,10.3,0.859345,-0.00531281,0.0,-0.00456553,0.0266625,-0.000112677,11,...........
206,10.35,0.858989,-0.00533933,0.0,-0.00458642,0.0267875,-0.000117011,11,...........
207,10.4,0.858632,-0.00535971,0.0,-0.00460202,0.0269125,-0.00011201,11,...........
208,10.45,0.858278,-0.00539073,0.0,-0.00462675,0.0270375,-0.000110009,11,...........
209,10.5,0.857915,-0.00541405,0.0,-0.00464479,0.0271625,-0.000108342,11,...........
210,10.55,0.857556,-0.00543934,0.0,-0.00466454,0.0272875,-0.000108676,11,...........
211,10.6,0.857208,-0.00546508,0.0,-0.00468471,0.0274125,-0.000109342,11,...........
212,10.65,0.856846,-0.00548535,0.0,-0.0047001,0.0275375,-0.000109676,11,...........
213,10.7,0.856499,-0.00550954,0.0,-0.00471892,0.0276625,-0.000110676,11,...........
214,10.75,0.85614,-0.0055347,0.0,-0.00473848,0.0277875,-0.00011101,11,...........
215,10.8,0.855791,-0.00556196,0.0,-0.00475987,0.0279125,-0.000107675,11,...........
216,10.85,0.855435,-0.00558703,0.0,-0.00477934,0.0280375,-0.000108342,11,...........
217,10.9,0.855083,-0.0056112,0.0,-0.00479805,0.0281625,-0.00011101,11,...........
218,10.95,0.854736,-0.00563493,0.0,-0.00481638,0.0282875,-0.000112677,11,...........
219,11.0,0.854383,-0.00565851,0.0,-0.00483453,0.0284125,-0.00011101,11,...........
220,11.05,0.854038,-0.00568837,0.0,-0.00485809,0.0285375,-0.000104675,11,...........
221,11.1,0.853691,-0.00571193,0.0,-0.00487622,0.0286625,-0.00011301,11,...........
222,11.15,0.853335,-0.00573604,0.0,-0.00489477,0.0287875,-0.000103674,11,...........
223,11.2,0.852998,-0.00576209,0.0,-0.00491505,0.0289125,-0.000104008,11,...........
224,11.25,0.852652,-0.0057842,0.0,-0.00493191,0.0290375,-0.000106342,11,...........
225,11.3,0.852302,-0.00581271,0.0,-0.00495419,0.029175,-0.000107675,11,...........
226,11.35,0.851961,-0.00583568,0.0,-0.00497177,0.0293,-0.00011301,11,...........
227,11.4,0.851615,-0.00586303,0.0,-0.00499304,0.029425,-0.000110676,11,...........
228,11.45,0.851279,-0.00588621,0.0,-0.00501081,0.02955,-0.000105008,11,...........
229,11.5,0.850938,-0.00591129,0.0,-0.00503014,0.029675,-0.000109342,11,...........
230,11.55,0.850592,-0.00594031,0.0,-0.00505278,0.0298,-0.000108676,11,...........
231,11.6,0.850256,-0.00596528,0.0,-0.00507202,0.029925,-0.000103341,11,...........
232,11.65,0.849917,-0.00598784,0.0,-0.00508917,0.03005,-0.000111343,11,...........
233,11.7,0.849579,-0.0060116,0.0,-0.00510733,0.030175,-0.000115011,11,...........
234,11.75,0.849248,-0.00603792,0.0,-0.00512769,0.0303,-0.000109342,11,...........
235,11.8,0.84892,-0.00606124,0.0,-0.00514551,0.030425,-0.000111676,11,...........
236,11.85,0.848582,-0.00608608,0.0,-0.00516454,0.03055,-0.000109342,11,...........
237,11.9,0.848252,-0.00611421,0.0,-0.00518639,0.030675,-0.000115678,11,...........
238,11.95,0.847923,-0.00613471,0.0,-0.00520176,0.0308,-0.000110343,11,...........
239,12.0,0.847593,-0.00615767,0.0,-0.00521919,0.030925,-0.000107008,11,...........
240,12.05,0.847262,-0.00618677,0.0,-0.00524182,0.03105,-0.000113677,11,...........
241,12.1,0.846938,-0.00621164,0.0,-0.00526088,0.031175,-0.000109009,11,...........
242,12.15,0.846616,-0.00623768,0.0,-0.00528093,0.0313,-0.000106675,11,...........
243,12.2,0.846297,-0.00626165,0.0,-0.00529922,0.031425,-0.000111676,11,...........
244,12.25,0.845979,-0.00628747,0.0,-0.00531907,0.03155,-0.000115678,11,...........
245,12.3,0.845659,-0.00631146,0.0,-0.00533735,0.031675,-0.000112677,11,...........
246,12.35,0.845339,-0.00633527,0.0,-0.00535545,0.0318,-0.000112343,11,...........
247,12.4,0.845019,-0.0063612,0.0,-0.00537533,0.031925,-0.000114344,11,...........
248,12.45,0.8447,-0.00638691,0.0,-0.00539502,0.03205,-0.000109342,11,...........
249,12.5,0.844383,-0.00641515,0.0,-0.00541684,0.032175,-0.000111343,11,...........
250,12.55,0.844074,-0.00643617,0.0,-0.00543261,0.0323,-0.000106675,11,...........
251,12.6,0.843762,-0.00646395,0.0,-0.00545403,0.032425,-0.000113677,11,...........
252,12.65,0.843451,-0.00648781,0.0,-0.00547215,0.03255,-0.000111343,11,...........
253,12.7,0.843143,-0.00651243,0.0,-0.00549091,0.032675,-9.73391e-05,11,...........
254,12.75,0.842842,-0.00653587,0.0,-0.00550871,0.0328,-0.000108009,11,...........
255,12.8,0.842545,-0.00656195,0.0,-0.00552874,0.032925,-0.000107008,11,...........
256,12.85,0.842238,-0.00658697,0.0,-0.0055478,0.03305,-0.000112343,11,...........
257,12.9,0.841936,-0.0066132,0.0,-0.00556789,0.033175,-0.000104341,11,...........
258,12.95,0.841638,-0.00663836,0.0,-0.0055871,0.0333,-0.000104341,11,...........
259,13.0,0.841342,-0.00666537,0.0,-0.00560785,0.0334375,-0.000116011,11,...........
260,13.05,0.84105,-0.00668725,0.0,-0.00562431,0.0335625,-0.000101007,11,...........
261,13.1,0.84075,-0.00671271,0.0,-0.00564372,0.0336875,-0.000118012,11,...........
262,13.15,0.840459,-0.00674179,0.0,-0.0056662,0.0338125,-0.000114677,11,...........
263,13.2,0.840174,-0.00676393,0.0,-0.00568287,0.0339375,-0.000115011,11,...........
264,13.25,0.839884,-0.00679074,0.0,-0.00570343,0.0340625,-0.000103674,11,...........
265,13.3,0.839592,-0.00681305,0.0,-0.00572018,0.0341875,-0.00011401,11,...........
266,13.35,0.839308,-0.00683504,0.0,-0.00573671,0.0343125,-0.000119679,11,...........
267,13.4,0.839025,-0.00686098,0.0,-0.00575653,0.0344375,-0.00011301,11,...........
268,13.45,0.838741,-0.00688548,0.0,-0.00577513,0.0345625,-0.000108342,11,...........
269,13.5,0.838465,-0.00690832,0.0,-0.00579238,0.0346875,-0.000103341,11,...........
270,13.55,0.83819,-0.00693526,0.0,-0.00581306,0.0348125,-0.000106675,11,...........
271,13.6,0.837909,-0.00696252,0.0,-0.00583396,0.0349375,-0.000107342,11,...........
272,13.65,0.837642,-0.00698783,0.0,-0.0058533,0.0350625,-0.000105008,11,...........
273,13.7,0.837367,-0.00700939,0.0,-0.00586943,0.0351875,-0.000106008,11,...........
274,13.75,0.837105,-0.00703765,0.0,-0.00589125,0.0353125,-0.000117345,11,...........
275,13.8,0.836833,-0.00706379,0.0,-0.00591121,0.0354375,-0.000111343,11,...........
276,13.85,0.836562,-0.00708966,0.0,-0.00593095,0.0355625,-0.000111676,11,...........
277,13.9,0.836301,-0.00711407,0.0,-0.0059495,0.0356875,-0.000107342,11,...........
278,13.95,0.836042,-0.00713693,0.0,-0.00596678,0.0358125,-0.000108009,11,...........
279,14.0,0.835787,-0.00715911,0.0,-0.00598349,0.0359375,-0.000105008,11,...........
280,14.05,0.835525,-0.00718845,0.0,-0.00600614,0.0360625,-0.000107342,11,...........
281,14.1,0.835267,-0.00721283,0.0,-0.00602464,0.0361875,-0.000111343,11,...........
282,14.15,0.835006,-0.00724166,0.0,-0.00604683,0.0363125,-0.000104008,11,...........
283,14.2,0.834757,-0.00726478,0.0,-0.00606433,0.0364375,-0.000111343,11,...........
284,14.25,0.83451,-0.00728811,0.0,-0.006082,0.0365625,-0.000111343,11,...........
285,14.3,0.834269,-0.0073136,0.0,-0.00610151,0.0366875,-0.000106675,11,...........
286,14.35,0.834022,-0.00733939,0.0,-0.00612121,0.0368125,-0.000111343,11,...........
287,14.4,0.833775,-0.00736202,0.0,-0.00613827,0.0369375,-0.000117678,11,...........
288,14.45,0.833531,-0.00738577,0.0,-0.00615627,0.0370625,-0.00011101,11,...........
289,14.5,0.833297,-0.00741189,0.0,-0.0061763,0.0371875,-0.000113677,11,...........
290,14.55,0.833058,-0.00743838,0.0,-0.0061966,0.0373125,-0.000115011,11,...........
291,14.6,0.832819,-0.00746078,0.0,-0.00621348,0.0374375,-0.00011201,11,...........
292,14.65,0.832582,-0.00748621,0.0,-0.00623288,0.0375625,-0.000112677,11,...........
293,14.7,0.832348,-0.00751482,0.0,-0.00625494,0.0377,-0.000109676,11,...........
294,14.75,0.832115,-0.00753894,0.0,-0.00627327,0.037825,-0.000120012,11,...........
295,14.8,0.831895,-0.00756427,0.0,-0.00629268,0.03795,-0.00011301,11,...........
296,14.85,0.831669,-0.00758633,0.0,-0.00630932,0.038075,-0.00011101,11,...........
297,14.9,0.83144,-0.00761296,0.0,-0.00632972,0.0382,-0.000104675,11,...........
298,14.95,0.831217,-0.00763982,0.0,-0.00635035,0.038325,-0.000118012,11,...........
299,15.0,0.830998,-0.00766535,0.0,-0.00636989,0.03845,-0.000105675,11,...........
