Pt,T,Vf,Im,Vu,Pwr,Sig,Ach,IERange,Over
653,32.7,0.801526,-0.0165298,0.0,-0.013249,0.082825,-8.96703e-05,11,...........
654,32.75,0.801472,-0.0165566,0.0,-0.0132697,0.08295,-9.06706e-05,11,...........
655,32.8,0.801429,-0.0165788,0.0,-0.0132867,0.083075,-8.03344e-05,11,...........
656,32.85,0.801384,-0.0166018,0.0,-0.0133044,0.0832,-8.23349e-05,11,...........
657,32.9,0.801333,-0.0166302,0.0,-0.0133264,0.083325,-7.63332e-05,11,...........
658,32.95,0.801284,-0.0166528,0.0,-0.0133436,0.08345,-8.36686e-05,11,...........
659,33.0,0.80124,-0.0166775,0.0,-0.0133627,0.083575,-8.66695e-05,11,...........
660,33.05,0.801195,-0.0167055,0.0,-0.0133843,0.0837,-7.80004e-05,11,...........
661,33.1,0.801142,-0.0167278,0.0,-0.0134014,0.083825,-8.83366e-05,11,...........
662,33.15,0.801098,-0.0167537,0.0,-0.0134213,0.08395,-8.03344e-05,11,...........
663,33.2,0.80105,-0.0167799,0.0,-0.0134415,0.084075,-8.20015e-05,11,...........
664,33.25,0.800992,-0.0168067,0.0,-0.013462,0.0842,-8.66695e-05,11,...........
665,33.3,0.800949,-0.0168315,0.0,-0.0134811,0.084325,-7.43327e-05,11,...........
666,33.35,0.800904,-0.0168556,0.0,-0.0134997,0.08445,-8.40021e-05,11,...........
667,33.4,0.800855,-0.0168789,0.0,-0.0135176,0.084575,-8.06678e-05,11,...........
668,33.45,0.800812,-0.0169065,0.0,-0.013539,0.0847125,-8.16681e-05,11,...........
669,33.5,0.800766,-0.0169337,0.0,-0.0135599,0.0848375,-8.73363e-05,11,...........
670,33.55,0.800719,-0.0169522,0.0,-0.013574,0.0849625,-8.80032e-05,11,...........
671,33.6,0.800669,-0.0169829,0.0,-0.0135977,0.0850875,-7.90007e-05,11,...........
672,33.65,0.800624,-0.0170027,0.0,-0.0136128,0.0852125,-8.06678e-05,11,...........
673,33.7,0.800582,-0.0170312,0.0,-0.0136349,0.0853375,-8.60026e-05,11,...........
674,33.75,0.80053,-0.017059,0.0,-0.0136562,0.0854625,-8.46689e-05,11,...........
675,33.8,0.800489,-0.0170807,0.0,-0.0136729,0.0855875,-9.3338e-05,11,...........
676,33.85,0.800434,-0.017109,0.0,-0.0136947,0.0857125,-8.16681e-05,11,...........
677,33.9,0.800392,-0.0171337,0.0,-0.0137137,0.0858375,-8.10012e-05,11,...........
678,33.95,0.800344,-0.0171556,0.0,-0.0137304,0.0859625,-9.36714e-05,11,...........
679,34.0,0.8003,-0.0171797,0.0,-0.0137489,0.0860875,-8.03344e-05,11,...........
680,34.05,0.800246,-0.0172089,0.0,-0.0137714,0.0862125,-8.80032e-05,11,...........
681,34.1,0.800204,-0.0172313,0.0,-0.0137885,0.0863375,-8.30018e-05,11,...........
682,34.15,0.800165,-0.0172565,0.0,-0.013808,0.0864625,-7.63333e-05,11,...........
683,34.2,0.800121,-0.0172792,0.0,-0.0138254,0.0865875,-7.83338e-05,11,...........
684,34.25,0.80007,-0.0173041,0.0,-0.0138445,0.0867125,-7.86672e-05,11,...........
685,34.3,0.800025,-0.0173324,0.0,-0.0138663,0.0868375,-7.36658e-05,11,...........
686,34.35,0.79998,-0.017358,0.0,-0.013886,0.0869625,-8.40021e-05,11,...........
687,34.4,0.799931,-0.0173799,0.0,-0.0139027,0.0870875,-8.40021e-05,11,...........
688,34.45,0.799888,-0.017405,0.0,-0.013922,0.0872125,-8.66695e-05,11,...........
689,34.5,0.799846,-0.0174316,0.0,-0.0139426,0.0873375,-7.70001e-05,11,...........
690,34.55,0.799793,-0.0174582,0.0,-0.013963,0.0874625,-7.96675e-05,11,...........
691,34.6,0.799748,-0.0174811,0.0,-0.0139805,0.0875875,-8.26684e-05,11,...........
692,34.65,0.799704,-0.0175067,0.0,-0.0140002,0.0877125,-8.13346e-05,11,...........
693,34.7,0.799652,-0.0175288,0.0,-0.0140169,0.0878375,-8.13346e-05,11,...........
694,34.75,0.799607,-0.0175535,0.0,-0.0140359,0.0879625,-8.70029e-05,11,...........
695,34.8,0.799561,-0.0175802,0.0,-0.0140565,0.0880875,-8.30018e-05,11,...........
696,34.85,0.799519,-0.017603,0.0,-0.014074,0.0882125,-9.00037e-05,11,...........
697,34.9,0.799475,-0.0176284,0.0,-0.0140935,0.0883375,-8.6336e-05,11,...........
698,34.95,0.799432,-0.0176546,0.0,-0.0141137,0.0884625,-8.40021e-05,11,...........
699,35.0,0.799385,-0.017678,0.0,-0.0141315,0.0885875,-9.36714e-05,11,...........
700,35.05,0.799338,-0.0177049,0.0,-0.0141522,0.0887125,-7.93341e-05,11,...........
701,35.1,0.799294,-0.0177303,0.0,-0.0141718,0.0888375,-8.70029e-05,11,...........
702,35.15,0.799249,-0.0177599,0.0,-0.0141946,0.088975,-7.86672e-05,11,...........
703,35.2,0.799201,-0.0177837,0.0,-0.0142127,0.0891,-7.70001e-05,11,...........
704,35.25,0.799153,-0.0178119,0.0,-0.0142344,0.089225,-8.26684e-05,11,...........
705,35.3,0.799111,-0.0178356,0.0,-0.0142526,0.08935,-8.20015e-05,11,...........
706,35.35,0.799067,-0.017857,0.0,-0.0142689,0.089475,-8.33352e-05,11,...........
707,35.4,0.799015,-0.0178792,0.0,-0.0142858,0.0896,-8.76698e-05,11,...........
708,35.45,0.798972,-0.0179062,0.0,-0.0143065,0.089725,-8.16681e-05,11,...........
709,35.5,0.798931,-0.0179363,0.0,-0.0143299,0.08985,-8.50023e-05,11,...........
710,35.55,0.798888,-0.0179592,0.0,-0.0143474,0.089975,-8.13346e-05,11,...........
711,35.6,0.798842,-0.0179854,0.0,-0.0143675,0.0901,-8.80032e-05,11,...........
712,35.65,0.798799,-0.0180045,0.0,-0.014382,0.090225,-7.96675e-05,11,...........
713,35.7,0.798752,-0.0180285,0.0,-0.0144003,0.09035,-9.1004e-05,11,...........
714,35.75,0.798705,-0.0180541,0.0,-0.0144199,0.090475,-8.80032e-05,11,...........
715,35.8,0.798658,-0.0180824,0.0,-0.0144416,0.0906,-8.70029e-05,11,...........
716,35.85,0.79861,-0.0181054,0.0,-0.0144592,0.090725,-7.39993e-05,11,...........
717,35.9,0.798566,-0.0181329,0.0,-0.0144803,0.09085,-8.33352e-05,11,...........
718,35.95,0.798525,-0.0181568,0.0,-0.0144987,0.090975,-7.63333e-05,11,...........
719,36.0,0.798482,-0.0181789,0.0,-0.0145155,0.0911,-8.36686e-05,11,...........
720,36.05,0.798436,-0.0182058,0.0,-0.0145361,0.091225,-8.90035e-05,11,...........
721,36.1,0.798396,-0.0182272,0.0,-0.0145525,0.09135,-8.00009e-05,11,...........
722,36.15,0.798352,-0.0182524,0.0,-0.0145718,0.091475,-7.93341e-05,11,...........
723,36.2,0.798305,-0.018276,0.0,-0.0145898,0.0916,-7.83338e-05,11,...........
724,36.25,0.798259,-0.0183071,0.0,-0.0146138,0.091725,-7.70001e-05,11,...........
725,36.3,0.798216,-0.0183297,0.0,-0.014631,0.09185,-8.13346e-05,11,...........
726,36.35,0.798175,-0.0183589,0.0,-0.0146536,0.091975,-8.46689e-05,11,...........
727,36.4,0.798127,-0.0183829,0.0,-0.0146719,0.0921,-8.50023e-05,11,...........
728,36.45,0.798081,-0.0184078,0.0,-0.0146909,0.092225,-7.86672e-05,11,...........
729,36.5,0.798036,-0.0184295,0.0,-0.0147074,0.09235,-8.16681e-05,11,...........
730,36.55,0.797991,-0.0184544,0.0,-0.0147265,0.092475,-7.39993e-05,11,...........
731,36.6,0.797947,-0.0184788,0.0,-0.0147451,0.0926,-8.50023e-05,11,...........
732,36.65,0.797902,-0.0185058,0.0,-0.0147658,0.092725,-8.56692e-05,11,...........
733,36.7,0.797863,-0.0185303,0.0,-0.0147847,0.09285,-8.23349e-05,11,...........
734,36.75,0.797817,-0.0185536,0.0,-0.0148024,0.092975,-9.06706e-05,11,...........
735,36.8,0.797772,-0.0185789,0.0,-0.0148218,0.0931,-8.13346e-05,11,...........
736,36.85,0.79773,-0.0186067,0.0,-0.0148431,0.0932375,-8.00009e-05,11,...........
737,36.9,0.797685,-0.0186327,0.0,-0.014863,0.0933625,-8.70029e-05,11,...........
738,36.95,0.797644,-0.0186551,0.0,-0.0148801,0.0934875,-8.867e-05,11,...........
739,37.0,0.797596,-0.0186839,0.0,-0.0149022,0.0936125,-8.13346e-05,11,...........
740,37.05,0.797557,-0.0187072,0.0,-0.0149201,0.0937375,-8.03344e-05,11,...........
741,37.1,0.797512,-0.0187322,0.0,-0.0149392,0.0938625,-8.13346e-05,11,...........
742,37.15,0.797463,-0.0187555,0.0,-0.0149568,0.0939875,-7.96675e-05,11,...........
743,37.2,0.797417,-0.0187833,0.0,-0.0149781,0.0941125,-8.60026e-05,11,...........
744,37.25,0.797381,-0.0188097,0.0,-0.0149985,0.0942375,-8.60026e-05,11,...........
745,37.3,0.79734,-0.0188326,0.0,-0.0150159,0.0943625,-8.30018e-05,11,...........
746,37.35,0.797292,-0.0188572,0.0,-0.0150347,0.0944875,-7.83338e-05,11,...........
747,37.4,0.79725,-0.0188846,0.0,-0.0150557,0.0946125,-8.90034e-05,11,...........
748,37.45,0.797206,-0.0189133,0.0,-0.0150778,0.0947375,-7.80004e-05,11,...........
749,37.5,0.797162,-0.0189352,0.0,-0.0150944,0.0948625,-8.66695e-05,11,...........
750,37.55,0.797117,-0.0189603,0.0,-0.0151136,0.0949875,-7.96675e-05,11,...........
751,37.6,0.797071,-0.018984,0.0,-0.0151316,0.0951125,-8.26684e-05,11,...........
752,37.65,0.797033,-0.0190068,0.0,-0.015149,0.0952375,-8.06678e-05,11,...........
753,37.7,0.79699,-0.0190367,0.0,-0.0151721,0.0953625,-8.10012e-05,11,...........
754,37.75,0.796941,-0.0190586,0.0,-0.0151886,0.0954875,-7.90007e-05,11,...........
755,37.8,0.796898,-0.0190879,0.0,-0.0152111,0.0956125,-7.63332e-05,11,...........
756,37.85,0.796861,-0.0191098,0.0,-0.0152278,0.0957375,-8.00009e-05,11,...........
757,37.9,0.796814,-0.0191351,0.0,-0.0152471,0.0958625,-6.76642e-05,11,...........
758,37.95,0.796772,-0.0191579,0.0,-0.0152645,0.0959875,-8.43355e-05,11,...........
759,38.0,0.796726,-0.0191839,0.0,-0.0152843,0.0961125,-7.66667e-05,11,...........
760,38.05,0.796686,-0.019207,0.0,-0.0153019,0.0962375,-8.66695e-05,11,...........
761,38.1,0.796646,-0.0192306,0.0,-0.01532,0.0963625,-7.7667e-05,11,...........
762,38.15,0.796604,-0.0192563,0.0,-0.0153397,0.0964875,-8.30018e-05,11,...........
763,38.2,0.796558,-0.0192827,0.0,-0.0153598,0.0966125,-8.70029e-05,11,...........
764,38.25,0.796512,-0.0193067,0.0,-0.015378,0.0967375,-7.96675e-05,11,...........
765,38.3,0.796477,-0.0193338,0.0,-0.015399,0.0968625,-8.60026e-05,11,...........
766,38.35,0.796432,-0.0193607,0.0,-0.0154195,0.0969875,-8.26684e-05,11,...........
767,38.4,0.796393,-0.0193796,0.0,-0.0154338,0.0971125,-7.5333e-05,11,...........
768,38.45,0.796345,-0.019403,0.0,-0.0154515,0.0972375,-8.30018e-05,11,...........
769,38.5,0.796307,-0.0194308,0.0,-0.0154729,0.0973625,-7.83338e-05,11,...........
770,38.55,0.796259,-0.0194591,0.0,-0.0154944,0.0975,-7.43327e-05,11,...........
771,38.6,0.796216,-0.0194833,0.0,-0.0155129,0.097625,-7.7667e-05,11,...........
772,38.65,0.796174,-0.0195095,0.0,-0.015533,0.09775,-7.7667e-05,11,...........
773,38.7,0.796131,-0.0195332,0.0,-0.015551,0.097875,-8.56692e-05,11,...........
774,38.75,0.796085,-0.0195595,0.0,-0.015571,0.098,-8.00009e-05,11,...........
775,38.8,0.796045,-0.0195838,0.0,-0.0155896,0.098125,-8.73363e-05,11,...........
776,38.85,0.796002,-0.019613,0.0,-0.015612,0.09825,-7.80004e-05,11,...........
777,38.9,0.795958,-0.0196365,0.0,-0.0156298,0.098375,-8.43355e-05,11,...........
778,38.95,0.795915,-0.0196593,0.0,-0.0156471,0.0985,-8.30018e-05,11,...........
779,39.0,0.795869,-0.019687,0.0,-0.0156683,0.098625,-8.30018e-05,11,...........
780,39.05,0.795832,-0.0197119,0.0,-0.0156873,0.09875,-7.93341e-05,11,...........
781,39.1,0.795786,-0.0197343,0.0,-0.0157043,0.098875,-7.86672e-05,11,...........
782,39.15,0.795748,-0.0197619,0.0,-0.0157255,0.099,-8.16681e-05,11,...........
783,39.2,0.795706,-0.0197876,0.0,-0.0157451,0.099125,-7.63333e-05,11,...........
784,39.25,0.795661,-0.0198111,0.0,-0.0157629,0.09925,-8.50023e-05,11,...........
785,39.3,0.795619,-0.0198384,0.0,-0.0157838,0.099375,-8.20015e-05,11,...........
786,39.35,0.795571,-0.0198628,0.0,-0.0158023,0.0995,-8.23349e-05,11,...........
787,39.4,0.795542,-0.0198839,0.0,-0.0158185,0.099625,-8.50023e-05,11,...........
788,39.45,0.795497,-0.0199075,0.0,-0.0158363,0.09975,-8.13346e-05,11,...........
789,39.5,0.795448,-0.0199337,0.0,-0.0158563,0.099875,-8.53358e-05,11,...........
790,39.55,0.795409,-0.0199587,0.0,-0.0158754,0.1,-8.00009e-05,11,...........
791,39.6,0.795366,-0.0199842,0.0,-0.0158948,0.100125,-8.16681e-05,11,...........
792,39.65,0.795332,-0.0200068,0.0,-0.015912,0.10025,-7.96675e-05,11,...........
793,39.7,0.795285,-0.0200355,0.0,-0.015934,0.100375,-7.2999e-05,11,...........
794,39.75,0.795243,-0.0200615,0.0,-0.0159538,0.1005,-7.73335e-05,11,...........
795,39.8,0.795197,-0.0200836,0.0,-0.0159705,0.100625,-8.76697e-05,11,...........
796,39.85,0.795161,-0.0201106,0.0,-0.0159912,0.10075,-8.36686e-05,11,...........
797,39.9,0.795114,-0.0201352,0.0,-0.0160098,0.100875,-9.16709e-05,11,...........
798,39.95,0.795073,-0.0201596,0.0,-0.0160284,0.101,-8.03344e-05,11,...........
799,40.0,0.795033,-0.0201838,0.0,-0.0160468,0.101125,-8.26684e-05,11,...........
800,40.05,0.794983,-0.0202088,0.0,-0.0160656,0.10125,-8.73363e-05,11,...........
801,40.1,0.794948,-0.0202342,0.0,-0.0160851,0.101375,-8.23349e-05,11,...........
802,40.15,0.794905,-0.0202576,0.0,-0.0161029,0.1015,-8.16681e-05,11,...........
803,40.2,0.794862,-0.0202876,0.0,-0.0161258,0.101625,-7.90007e-05,11,...........
804,40.25,0.794825,-0.0203129,0.0,-0.0161452,0.101762,-8.40021e-05,11,...........
805,40.3,0.79478,-0.0203377,0.0,-0.016164,0.101887,-8.13346e-05,11,...........
806,40.35,0.794742,-0.0203586,0.0,-0.0161798,0.102013,-8.6336e-05,11,...........
807,40.4,0.794691,-0.020385,0.0,-0.0161997,0.102137,-8.26684e-05,11,...........
808,40.45,0.794661,-0.0204103,0.0,-0.0162193,0.102262,-8.10012e-05,11,...........
809,40.5,0.794619,-0.0204356,0.0,-0.0162385,0.102387,-7.80004e-05,11,...........
810,40.55,0.79457,-0.0204636,0.0,-0.0162598,0.102512,-7.83338e-05,11,...........
811,40.6,0.794533,-0.0204854,0.0,-0.0162763,0.102637,-8.36686e-05,11,...........
812,40.65,0.794491,-0.0205088,0.0,-0.016294,0.102762,-8.56692e-05,11,...........
813,40.7,0.794452,-0.0205345,0.0,-0.0163137,0.102887,-7.90007e-05,11,...........
814,40.75,0.794413,-0.0205607,0.0,-0.0163337,0.103012,-8.43355e-05,11,...........
815,40.8,0.794365,-0.0205867,0.0,-0.0163533,0.103138,-7.93341e-05,11,...........
816,40.85,0.794325,-0.0206109,0.0,-0.0163718,0.103262,-8.33352e-05,11,...........
817,40.9,0.794279,-0.0206375,0.0,-0.0163919,0.103387,-9.16709e-05,11,...........
818,40.95,0.794241,-0.0206612,0.0,-0.01641,0.103512,-9.1004e-05,11,...........
819,41.0,0.794201,-0.0206849,0.0,-0.016428,0.103637,-8.03344e-05,11,...........
820,41.05,0.794159,-0.0207094,0.0,-0.0164465,0.103762,-8.16681e-05,11,...........
821,41.1,0.794119,-0.0207365,0.0,-0.0164672,0.103887,-8.6336e-05,11,...........
822,41.15,0.79408,-0.0207598,0.0,-0.0164849,0.104012,-8.83366e-05,11,...........
823,41.2,0.794034,-0.0207855,0.0,-0.0165044,0.104137,-8.20015e-05,11,...........
824,41.25,0.793996,-0.0208117,0.0,-0.0165244,0.104263,-8.13346e-05,11,...........
825,41.3,0.793957,-0.0208353,0.0,-0.0165423,0.104387,-8.26684e-05,11,...........
826,41.35,0.793905,-0.0208586,0.0,-0.0165598,0.104512,-8.33352e-05,11,...........
827,41.4,0.793869,-0.0208836,0.0,-0.0165789,0.104637,-7.46661e-05,11,...........
828,41.45,0.793835,-0.0209059,0.0,-0.0165958,0.104762,-8.60026e-05,11,...........
829,41.5,0.793794,-0.0209356,0.0,-0.0166185,0.104888,-8.66695e-05,11,...........
830,41.55,0.793752,-0.0209573,0.0,-0.0166349,0.105012,-8.50023e-05,11,...........
831,41.6,0.793709,-0.0209792,0.0,-0.0166514,0.105137,-8.23349e-05,11,...........
832,41.65,0.793669,-0.021008,0.0,-0.0166734,0.105262,-8.867e-05,11,...........
833,41.7,0.793629,-0.0210317,0.0,-0.0166914,0.105387,-8.46689e-05,11,...........
834,41.75,0.793589,-0.0210585,0.0,-0.0167118,0.105512,-7.63333e-05,11,...........
835,41.8,0.79355,-0.0210837,0.0,-0.016731,0.105637,-8.13346e-05,11,...........
836,41.85,0.793505,-0.0211076,0.0,-0.016749,0.105762,-8.96703e-05,11,...........
837,41.9,0.793468,-0.0211329,0.0,-0.0167683,0.105887,-8.43355e-05,11,...........
838,41.95,0.793428,-0.0211594,0.0,-0.0167885,0.106025,-7.63333e-05,11,...........
839,42.0,0.793383,-0.0211873,0.0,-0.0168097,0.10615,-8.10012e-05,11,...........
840,42.05,0.793343,-0.0212104,0.0,-0.0168271,0.106275,-7.63333e-05,11,...........
841,42.1,0.793304,-0.0212328,0.0,-0.0168441,0.1064,-8.10012e-05,11,...........
842,42.15,0.793267,-0.0212584,0.0,-0.0168636,0.106525,-8.13346e-05,11,...........
843,42.2,0.793223,-0.021286,0.0,-0.0168846,0.10665,-8.90035e-05,11,...........
844,42.25,0.793186,-0.0213106,0.0,-0.0169033,0.106775,-8.46689e-05,11,...........
845,42.3,0.79314,-0.0213367,0.0,-0.016923,0.1069,-7.73335e-05,11,...........
846,42.35,0.7931,-0.02136,0.0,-0.0169406,0.107025,-7.86672e-05,11,...........
847,42.4,0.793052,-0.0213808,0.0,-0.0169561,0.10715,-8.20015e-05,11,...........
848,42.45,0.79302,-0.0214103,0.0,-0.0169788,0.107275,-8.20015e-05,11,...........
849,42.5,0.792975,-0.0214338,0.0,-0.0169965,0.1074,-6.99981e-05,11,...........
850,42.55,0.79294,-0.0214598,0.0,-0.0170164,0.107525,-8.93369e-05,11,...........
851,42.6,0.792899,-0.0214833,0.0,-0.0170341,0.10765,-8.46689e-05,11,...........
852,42.65,0.792856,-0.0215117,0.0,-0.0170557,0.107775,-8.23349e-05,11,...........
853,42.7,0.792819,-0.0215369,0.0,-0.0170749,0.1079,-8.76698e-05,11,...........
854,42.75,0.792777,-0.0215621,0.0,-0.017094,0.108025,-8.43355e-05,11,...........
855,42.8,0.792737,-0.0215833,0.0,-0.0171099,0.10815,-8.20015e-05,11,...........
856,42.85,0.792697,-0.0216087,0.0,-0.0171292,0.108275,-7.83338e-05,11,...........
857,42.9,0.792659,-0.0216346,0.0,-0.0171488,0.1084,-8.46689e-05,11,...........
858,42.95,0.792622,-0.0216621,0.0,-0.0171698,0.108525,-8.96703e-05,11,...........
859,43.0,0.792578,-0.0216881,0.0,-0.0171895,0.10865,-8.40021e-05,11,...........
860,43.05,0.792537,-0.0217094,0.0,-0.0172055,0.108775,-8.23349e-05,11,...........
861,43.1,0.792493,-0.0217341,0.0,-0.0172242,0.1089,-7.63333e-05,11,...........
862,43.15,0.792455,-0.0217643,0.0,-0.0172472,0.109025,-8.6336e-05,11,...........
863,43.2,0.792409,-0.0217894,0.0,-0.0172661,0.10915,-7.0665e-05,11,...........
864,43.25,0.792373,-0.0218152,0.0,-0.0172858,0.109275,-8.26684e-05,11,...........
865,43.3,0.792329,-0.0218391,0.0,-0.0173038,0.1094,-8.10012e-05,11,...........
866,43.35,0.792287,-0.0218679,0.0,-0.0173256,0.109525,-9.40049e-05,11,...........
867,43.4,0.792249,-0.0218864,0.0,-0.0173394,0.10965,-8.30018e-05,11,...........
868,43.45,0.792212,-0.0219109,0.0,-0.0173581,0.109775,-8.76698e-05,11,...........
869,43.5,0.792168,-0.0219367,0.0,-0.0173776,0.1099,-7.86672e-05,11,...........
870,43.55,0.792135,-0.0219607,0.0,-0.0173958,0.110025,-8.50023e-05,11,...........
871,43.6,0.792089,-0.0219866,0.0,-0.0174153,0.11015,-7.49995e-05,11,...........
872,43.65,0.792053,-0.0220122,0.0,-0.0174349,0.110287,-7.93341e-05,11,...........
873,43.7,0.792016,-0.0220406,0.0,-0.0174565,0.110413,-8.83366e-05,11,...........
874,43.75,0.79197,-0.0220646,0.0,-0.0174745,0.110537,-7.66667e-05,11,...........
875,43.8,0.791929,-0.0220891,0.0,-0.017493,0.110662,-7.83338e-05,11,...........
876,43.85,0.791897,-0.0221147,0.0,-0.0175126,0.110787,-8.00009e-05,11,...........
877,43.9,0.791856,-0.0221336,0.0,-0.0175266,0.110912,-8.73363e-05,11,...........
878,43.95,0.791815,-0.0221575,0.0,-0.0175447,0.111038,-8.36686e-05,11,...........
879,44.0,0.791777,-0.0221894,0.0,-0.0175691,0.111162,-8.50023e-05,11,...........
880,44.05,0.79173,-0.0222131,0.0,-0.0175868,0.111287,-8.16681e-05,11,...........
881,44.1,0.791696,-0.0222384,0.0,-0.017606,0.111412,-8.00009e-05,11,...........
882,44.15,0.791653,-0.0222619,0.0,-0.0176237,0.111537,-7.90007e-05,11,...........
883,44.2,0.79161,-0.0222843,0.0,-0.0176404,0.111662,-9.16709e-05,11,...........
884,44.25,0.791574,-0.0223094,0.0,-0.0176596,0.111787,-8.10012e-05,11,...........
885,44.3,0.791535,-0.0223361,0.0,-0.0176798,0.111912,-8.80032e-05,11,...........
886,44.35,0.791492,-0.0223636,0.0,-0.0177006,0.112037,-8.46689e-05,11,...........
887,44.4,0.791452,-0.0223864,0.0,-0.0177178,0.112163,-8.50023e-05,11,...........
888,44.45,0.791415,-0.0224093,0.0,-0.017735,0.112287,-7.90007e-05,11,...........
889,44.5,0.791376,-0.022434,0.0,-0.0177538,0.112412,-8.60026e-05,11,...........
890,44.55,0.791341,-0.0224609,0.0,-0.0177742,0.112537,-8.80032e-05,11,...........
891,44.6,0.791302,-0.0224862,0.0,-0.0177934,0.112662,-8.00009e-05,11,...........
892,44.65,0.791261,-0.0225105,0.0,-0.0178117,0.112788,-7.96675e-05,11,...........
893,44.7,0.791216,-0.0225366,0.0,-0.0178313,0.112912,-8.40021e-05,11,...........
894,44.75,0.79118,-0.0225618,0.0,-0.0178505,0.113037,-8.06678e-05,11,...........
895,44.8,0.791143,-0.0225846,0.0,-0.0178676,0.113162,-8.80032e-05,11,...........
896,44.85,0.791104,-0.0226131,0.0,-0.0178893,0.113287,-7.83338e-05,11,...........
897,44.9,0.791057,-0.0226387,0.0,-0.0179085,0.113412,-8.40021e-05,11,...........
898,44.95,0.791027,-0.0226587,0.0,-0.0179237,0.113537,-8.23349e-05,11,...........
899,45.0,0.790983,-0.0226859,0.0,-0.0179442,0.113662,-8.96703e-05,11,...........
900,45.05,0.790945,-0.0227078,0.0,-0.0179606,0.113787,-8.26684e-05,11,...........
901,45.1,0.79091,-0.0227378,0.0,-0.0179836,0.113913,-8.16681e-05,11,...........
902,45.15,0.790861,-0.0227646,0.0,-0.0180036,0.114037,-7.66667e-05,11,...........
903,45.2,0.790827,-0.0227882,0.0,-0.0180215,0.114162,-7.83338e-05,11,...........
904,45.25,0.790783,-0.0228159,0.0,-0.0180424,0.114287,-7.66667e-05,11,...........
905,45.3,0.790753,-0.0228428,0.0,-0.018063,0.114412,-8.16681e-05,11,...........
906,45.35,0.79071,-0.0228641,0.0,-0.0180789,0.11455,-8.93369e-05,11,...........
907,45.4,0.790674,-0.0228873,0.0,-0.0180964,0.114675,-8.6336e-05,11,...........
908,45.45,0.790631,-0.0229124,0.0,-0.0181153,0.1148,-7.59998e-05,11,...........
909,45.5,0.790588,-0.0229382,0.0,-0.0181346,0.114925,-9.06706e-05,11,...........
910,45.55,0.790549,-0.0229649,0.0,-0.0181549,0.11505,-8.26684e-05,11,...........
911,45.6,0.790515,-0.0229852,0.0,-0.0181702,0.115175,-8.26683e-05,11,...........
912,45.65,0.790474,-0.0230127,0.0,-0.0181909,0.1153,-8.33352e-05,11,...........
913,45.7,0.790433,-0.0230403,0.0,-0.0182118,0.115425,-8.36686e-05,11,...........
914,45.75,0.790399,-0.0230633,0.0,-0.0182292,0.11555,-7.90007e-05,11,...........
915,45.8,0.790361,-0.0230857,0.0,-0.0182461,0.115675,-8.36686e-05,11,...........
916,45.85,0.790323,-0.0231158,0.0,-0.0182689,0.1158,-8.23349e-05,11,...........
917,45.9,0.790283,-0.0231373,0.0,-0.018285,0.115925,-8.00009e-05,11,...........
918,45.95,0.790239,-0.0231622,0.0,-0.0183037,0.11605,-7.90007e-05,11,...........
919,46.0,0.790204,-0.0231881,0.0,-0.0183233,0.116175,-7.93341e-05,11,...........
920,46.05,0.790168,-0.0232129,0.0,-0.0183421,0.1163,-8.66695e-05,11,...........
921,46.1,0.790127,-0.0232393,0.0,-0.018362,0.116425,-8.26684e-05,11,...........
922,46.15,0.790087,-0.0232627,0.0,-0.0183796,0.11655,-7.70001e-05,11,...........
923,46.2,0.790043,-0.0232894,0.0,-0.0183996,0.116675,-6.93313e-05,11,...........
924,46.25,0.790003,-0.0233136,0.0,-0.0184178,0.1168,-8.06678e-05,11,...........
925,46.3,0.789975,-0.0233383,0.0,-0.0184367,0.116925,-8.66695e-05,11,...........
926,46.35,0.789938,-0.0233637,0.0,-0.0184559,0.11705,-7.5333e-05,11,...........
927,46.4,0.789892,-0.0233868,0.0,-0.0184731,0.117175,-7.83338e-05,11,...........
928,46.45,0.789848,-0.0234165,0.0,-0.0184955,0.1173,-9.63388e-05,11,...........
929,46.5,0.789813,-0.023439,0.0,-0.0185124,0.117425,-7.66667e-05,11,...........
930,46.55,0.789775,-0.0234608,0.0,-0.0185288,0.11755,-7.66667e-05,11,...........
931,46.6,0.789735,-0.0234916,0.0,-0.0185521,0.117675,-8.26684e-05,11,...........
932,46.65,0.789695,-0.0235171,0.0,-0.0185713,0.1178,-8.36686e-05,11,...........
933,46.7,0.78966,-0.0235427,0.0,-0.0185908,0.117925,-7.23321e-05,11,...........
934,46.75,0.789622,-0.0235656,0.0,-0.0186079,0.11805,-8.50023e-05,11,...........
935,46.8,0.789577,-0.0235853,0.0,-0.0186224,0.118175,-8.03344e-05,11,...........
936,46.85,0.789538,-0.0236094,0.0,-0.0186405,0.1183,-7.5333e-05,11,...........
937,46.9,0.7895,-0.0236393,0.0,-0.0186632,0.118425,-7.63332e-05,11,...........
938,46.95,0.789462,-0.0236613,0.0,-0.0186797,0.11855,-8.06678e-05,11,...........
939,47.0,0.78943,-0.0236839,0.0,-0.0186968,0.118675,-8.13346e-05,11,...........
940,47.05,0.789388,-0.0237126,0.0,-0.0187185,0.118812,-8.70029e-05,11,...........
941,47.1,0.789349,-0.0237357,0.0,-0.0187358,0.118937,-7.63332e-05,11,...........
942,47.15,0.789309,-0.0237659,0.0,-0.0187587,0.119062,-8.70029e-05,11,...........
